Numero,URL,Nome,Peso,Altura,Tipo 1,Tipo 2,Habilidade,Descricao Habilidade,URL Habilidade,Evolução 2 Número,Evolução 2 Nome,Evolução 2 Url,Evolução 3 Número,Evolução 3 Nome,Evolução 3 Url
0523,https://pokemondb.net/pokedex/zebstrika,Zebstrika,79.5 kg (175.3 lbs),1.6 m (5′03″),Electric,7,/ability/lightning-rod,Draws in all Electric-type moves to up Sp. Attack.,https://pokemondb.net/ability/lightning-rod,#0523,Zebstrika,https://pokemondb.net/pokedex/zebstrika,,,
0524,https://pokemondb.net/pokedex/roggenrola,Roggenrola,18.0 kg (39.7 lbs),0.4 m (1′04″),Rock,,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0525,Boldore,https://pokemondb.net/pokedex/boldore,#0526,Gigalith,https://pokemondb.net/pokedex/gigalith
0525,https://pokemondb.net/pokedex/boldore,Boldore,102.0 kg (224.9 lbs),0.9 m (2′11″),Rock,Mistralton Cave,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0525,Boldore,https://pokemondb.net/pokedex/boldore,#0526,Gigalith,https://pokemondb.net/pokedex/gigalith
0526,https://pokemondb.net/pokedex/gigalith,Gigalith,260.0 kg (573.2 lbs),1.7 m (5′07″),Rock,,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0525,Boldore,https://pokemondb.net/pokedex/boldore,#0526,Gigalith,https://pokemondb.net/pokedex/gigalith
0527,https://pokemondb.net/pokedex/woobat,Woobat,2.1 kg (4.6 lbs),0.4 m (1′04″),Psychic,Flying,/ability/unaware,Ignores any stat changes in the Pokémon.,https://pokemondb.net/ability/unaware,#0528,Swoobat,https://pokemondb.net/pokedex/swoobat,,,
0528,https://pokemondb.net/pokedex/swoobat,Swoobat,10.5 kg (23.1 lbs),0.9 m (2′11″),Psychic,Flying,/ability/unaware,Ignores any stat changes in the Pokémon.,https://pokemondb.net/ability/unaware,#0528,Swoobat,https://pokemondb.net/pokedex/swoobat,,,
0529,https://pokemondb.net/pokedex/drilbur,Drilbur,8.5 kg (18.7 lbs),0.3 m (1′00″),Ground,Mistralton Cave,/ability/sand-rush,Boosts the Pokémon's Speed in a sandstorm.,https://pokemondb.net/ability/sand-rush,#0530,Excadrill,https://pokemondb.net/pokedex/excadrill,,,
0530,https://pokemondb.net/pokedex/excadrill,Excadrill,40.4 kg (89.1 lbs),0.7 m (2′04″),Ground,Steel,/ability/sand-rush,Boosts the Pokémon's Speed in a sandstorm.,https://pokemondb.net/ability/sand-rush,#0530,Excadrill,https://pokemondb.net/pokedex/excadrill,,,
0531,https://pokemondb.net/pokedex/audino,Audino,31.0 kg (68.3 lbs),1.1 m (3′07″),Normal,Fairy,/ability/healer,May heal an ally's status conditions.,https://pokemondb.net/ability/healer,,,,,,
0532,https://pokemondb.net/pokedex/timburr,Timburr,12.5 kg (27.6 lbs),0.6 m (2′00″),Fighting,,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,#0533,Gurdurr,https://pokemondb.net/pokedex/gurdurr,#0534,Conkeldurr,https://pokemondb.net/pokedex/conkeldurr
0533,https://pokemondb.net/pokedex/gurdurr,Gurdurr,40.0 kg (88.2 lbs),1.2 m (3′11″),Fighting,Victory Road,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,#0533,Gurdurr,https://pokemondb.net/pokedex/gurdurr,#0534,Conkeldurr,https://pokemondb.net/pokedex/conkeldurr
0534,https://pokemondb.net/pokedex/conkeldurr,Conkeldurr,87.0 kg (191.8 lbs),1.4 m (4′07″),Fighting,,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,#0533,Gurdurr,https://pokemondb.net/pokedex/gurdurr,#0534,Conkeldurr,https://pokemondb.net/pokedex/conkeldurr
0535,https://pokemondb.net/pokedex/tympole,Tympole,4.5 kg (9.9 lbs),0.5 m (1′08″),Water,,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0536,Palpitoad,https://pokemondb.net/pokedex/palpitoad,#0537,Seismitoad,https://pokemondb.net/pokedex/seismitoad
0536,https://pokemondb.net/pokedex/palpitoad,Palpitoad,17.0 kg (37.5 lbs),0.8 m (2′07″),Water,Ground,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0536,Palpitoad,https://pokemondb.net/pokedex/palpitoad,#0537,Seismitoad,https://pokemondb.net/pokedex/seismitoad
0537,https://pokemondb.net/pokedex/seismitoad,Seismitoad,62.0 kg (136.7 lbs),1.5 m (4′11″),Water,Ground,/ability/swift-swim,Boosts the Pokémon's Speed in rain.,https://pokemondb.net/ability/swift-swim,#0536,Palpitoad,https://pokemondb.net/pokedex/palpitoad,#0537,Seismitoad,https://pokemondb.net/pokedex/seismitoad
0538,https://pokemondb.net/pokedex/throh,Throh,55.5 kg (122.4 lbs),1.3 m (4′03″),Fighting,18,/ability/guts,Boosts Attack if there is a status problem.,https://pokemondb.net/ability/guts,,,,,,
0539,https://pokemondb.net/pokedex/sawk,Sawk,51.0 kg (112.4 lbs),1.4 m (4′07″),Fighting,18,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,,,,,,
0540,https://pokemondb.net/pokedex/sewaddle,Sewaddle,2.5 kg (5.5 lbs),0.3 m (1′00″),Bug,Grass,/ability/swarm,Powers up Bug-type moves in a pinch.,https://pokemondb.net/ability/swarm,#0541,Swadloon,https://pokemondb.net/pokedex/swadloon,#0542,Leavanny,https://pokemondb.net/pokedex/leavanny
0541,https://pokemondb.net/pokedex/swadloon,Swadloon,7.3 kg (16.1 lbs),0.5 m (1′08″),Bug,Grass,/ability/leaf-guard,Prevents problems with status in sunny weather.,https://pokemondb.net/ability/leaf-guard,#0541,Swadloon,https://pokemondb.net/pokedex/swadloon,#0542,Leavanny,https://pokemondb.net/pokedex/leavanny
0542,https://pokemondb.net/pokedex/leavanny,Leavanny,20.5 kg (45.2 lbs),1.2 m (3′11″),Bug,Grass,/ability/swarm,Powers up Bug-type moves in a pinch.,https://pokemondb.net/ability/swarm,#0541,Swadloon,https://pokemondb.net/pokedex/swadloon,#0542,Leavanny,https://pokemondb.net/pokedex/leavanny
0543,https://pokemondb.net/pokedex/venipede,Venipede,5.3 kg (11.7 lbs),0.4 m (1′04″),Bug,Poison,/ability/poison-point,Contact with the Pokémon may poison the attacker.,https://pokemondb.net/ability/poison-point,#0544,Whirlipede,https://pokemondb.net/pokedex/whirlipede,#0545,Scolipede,https://pokemondb.net/pokedex/scolipede
0544,https://pokemondb.net/pokedex/whirlipede,Whirlipede,58.5 kg (129.0 lbs),1.2 m (3′11″),Bug,Poison,/ability/poison-point,Contact with the Pokémon may poison the attacker.,https://pokemondb.net/ability/poison-point,#0544,Whirlipede,https://pokemondb.net/pokedex/whirlipede,#0545,Scolipede,https://pokemondb.net/pokedex/scolipede
0545,https://pokemondb.net/pokedex/scolipede,Scolipede,200.5 kg (442.0 lbs),2.5 m (8′02″),Bug,Poison,/ability/poison-point,Contact with the Pokémon may poison the attacker.,https://pokemondb.net/ability/poison-point,#0544,Whirlipede,https://pokemondb.net/pokedex/whirlipede,#0545,Scolipede,https://pokemondb.net/pokedex/scolipede
0546,https://pokemondb.net/pokedex/cottonee,Cottonee,0.6 kg (1.3 lbs),0.3 m (1′00″),Grass,Fairy,/ability/prankster,Gives priority to a status move.,https://pokemondb.net/ability/prankster,#0547,Whimsicott,https://pokemondb.net/pokedex/whimsicott,,,
0547,https://pokemondb.net/pokedex/whimsicott,Whimsicott,6.6 kg (14.6 lbs),0.7 m (2′04″),Grass,Fairy,/ability/prankster,Gives priority to a status move.,https://pokemondb.net/ability/prankster,#0547,Whimsicott,https://pokemondb.net/pokedex/whimsicott,,,
0548,https://pokemondb.net/pokedex/petilil,Petilil,6.6 kg (14.6 lbs),0.5 m (1′08″),Grass,Lostlorn Forest,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,,,,,,
0549,https://pokemondb.net/pokedex/lilligant,Lilligant,16.3 kg (35.9 lbs),1.1 m (3′07″),Grass,Fighting,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,,,,,,
0550,https://pokemondb.net/pokedex/basculin,Basculin,18.0 kg (39.7 lbs),1.0 m (3′03″),Water,3,/ability/reckless,Powers up moves that have recoil damage.,https://pokemondb.net/ability/reckless,,,,,,
0551,https://pokemondb.net/pokedex/sandile,Sandile,15.2 kg (33.5 lbs),0.7 m (2′04″),Ground,Dark,/ability/intimidate,Lowers the foe's Attack stat.,https://pokemondb.net/ability/intimidate,#0552,Krokorok,https://pokemondb.net/pokedex/krokorok,#0553,Krookodile,https://pokemondb.net/pokedex/krookodile
0552,https://pokemondb.net/pokedex/krokorok,Krokorok,33.4 kg (73.6 lbs),1.0 m (3′03″),Ground,Dark,/ability/intimidate,Lowers the foe's Attack stat.,https://pokemondb.net/ability/intimidate,#0552,Krokorok,https://pokemondb.net/pokedex/krokorok,#0553,Krookodile,https://pokemondb.net/pokedex/krookodile
0553,https://pokemondb.net/pokedex/krookodile,Krookodile,96.3 kg (212.3 lbs),1.5 m (4′11″),Ground,Dark,/ability/intimidate,Lowers the foe's Attack stat.,https://pokemondb.net/ability/intimidate,#0552,Krokorok,https://pokemondb.net/pokedex/krokorok,#0553,Krookodile,https://pokemondb.net/pokedex/krookodile
0554,https://pokemondb.net/pokedex/darumaka,Darumaka,37.5 kg (82.7 lbs),0.6 m (2′00″),Fire,,/ability/hustle,"Boosts the Attack stat, but lowers accuracy.",https://pokemondb.net/ability/hustle,#0555,Darmanitan,https://pokemondb.net/pokedex/darmanitan,,,
0555,https://pokemondb.net/pokedex/darmanitan,Darmanitan,92.9 kg (204.8 lbs),1.3 m (4′03″),Fire,Psychic,/ability/sheer-force,Removes added effects to increase move damage.,https://pokemondb.net/ability/sheer-force,#0555,Darmanitan,https://pokemondb.net/pokedex/darmanitan,,,
0556,https://pokemondb.net/pokedex/maractus,Maractus,28.0 kg (61.7 lbs),1.0 m (3′03″),Grass,,/ability/water-absorb,Restores HP if hit by a Water-type move.,https://pokemondb.net/ability/water-absorb,,,,,,
0557,https://pokemondb.net/pokedex/dwebble,Dwebble,14.5 kg (32.0 lbs),0.3 m (1′00″),Bug,Rock,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0558,Crustle,https://pokemondb.net/pokedex/crustle,,,
0558,https://pokemondb.net/pokedex/crustle,Crustle,200.0 kg (440.9 lbs),1.4 m (4′07″),Bug,Rock,/ability/sturdy,It cannot be knocked out with one hit.,https://pokemondb.net/ability/sturdy,#0558,Crustle,https://pokemondb.net/pokedex/crustle,,,
0559,https://pokemondb.net/pokedex/scraggy,Scraggy,11.8 kg (26.0 lbs),0.6 m (2′00″),Dark,Fighting,/ability/shed-skin,The Pokémon may heal its own status problems.,https://pokemondb.net/ability/shed-skin,#0560,Scrafty,https://pokemondb.net/pokedex/scrafty,,,
0560,https://pokemondb.net/pokedex/scrafty,Scrafty,30.0 kg (66.1 lbs),1.1 m (3′07″),Dark,Fighting,/ability/shed-skin,The Pokémon may heal its own status problems.,https://pokemondb.net/ability/shed-skin,#0560,Scrafty,https://pokemondb.net/pokedex/scrafty,,,
0561,https://pokemondb.net/pokedex/sigilyph,Sigilyph,14.0 kg (30.9 lbs),1.4 m (4′07″),Psychic,Flying,/ability/wonder-skin,Makes status-changing moves more likely to miss.,https://pokemondb.net/ability/wonder-skin,,,,,,
0562,https://pokemondb.net/pokedex/yamask,Yamask,1.5 kg (3.3 lbs),0.5 m (1′08″),Ghost,Ghost,/ability/mummy,Contact with this Pokémon spreads this Ability.,https://pokemondb.net/ability/mummy,#0563,Cofagrigus,https://pokemondb.net/pokedex/cofagrigus,,,
0563,https://pokemondb.net/pokedex/cofagrigus,Cofagrigus,76.5 kg (168.7 lbs),1.7 m (5′07″),Ghost,,/ability/mummy,Contact with this Pokémon spreads this Ability.,https://pokemondb.net/ability/mummy,#0563,Cofagrigus,https://pokemondb.net/pokedex/cofagrigus,,,
0564,https://pokemondb.net/pokedex/tirtouga,Tirtouga,16.5 kg (36.4 lbs),0.7 m (2′04″),Water,Rock,/ability/solid-rock,Reduces damage from super-effective attacks.,https://pokemondb.net/ability/solid-rock,#0565,Carracosta,https://pokemondb.net/pokedex/carracosta,,,
0565,https://pokemondb.net/pokedex/carracosta,Carracosta,81.0 kg (178.6 lbs),1.2 m (3′11″),Water,Rock,/ability/solid-rock,Reduces damage from super-effective attacks.,https://pokemondb.net/ability/solid-rock,#0565,Carracosta,https://pokemondb.net/pokedex/carracosta,,,
0566,https://pokemondb.net/pokedex/archen,Archen,9.5 kg (20.9 lbs),0.5 m (1′08″),Rock,Flying,/ability/defeatist,Lowers stats when HP drops below half.,https://pokemondb.net/ability/defeatist,#0567,Archeops,https://pokemondb.net/pokedex/archeops,,,
0567,https://pokemondb.net/pokedex/archeops,Archeops,32.0 kg (70.5 lbs),1.4 m (4′07″),Rock,Flying,/ability/defeatist,Lowers stats when HP drops below half.,https://pokemondb.net/ability/defeatist,#0567,Archeops,https://pokemondb.net/pokedex/archeops,,,
0568,https://pokemondb.net/pokedex/trubbish,Trubbish,31.0 kg (68.3 lbs),0.6 m (2′00″),Poison,5,/ability/stench,The stench may cause the target to flinch.,https://pokemondb.net/ability/stench,#0569,Garbodor,https://pokemondb.net/pokedex/garbodor,,,
0569,https://pokemondb.net/pokedex/garbodor,Garbodor,107.3 kg (236.6 lbs),1.9 m (6′03″),Poison,Pokémon Village,/ability/stench,The stench may cause the target to flinch.,https://pokemondb.net/ability/stench,#0569,Garbodor,https://pokemondb.net/pokedex/garbodor,,,
0570,https://pokemondb.net/pokedex/zorua,Zorua,12.5 kg (27.6 lbs),0.7 m (2′04″),Dark,Ghost,/ability/illusion,Enters battle disguised as the last Pokémon in the party.,https://pokemondb.net/ability/illusion,#0571,Zoroark,https://pokemondb.net/pokedex/zoroark,,,
0571,https://pokemondb.net/pokedex/zoroark,Zoroark,81.1 kg (178.8 lbs),1.6 m (5′03″),Dark,Ghost,/ability/illusion,Enters battle disguised as the last Pokémon in the party.,https://pokemondb.net/ability/illusion,#0571,Zoroark,https://pokemondb.net/pokedex/zoroark,,,
0572,https://pokemondb.net/pokedex/minccino,Minccino,5.8 kg (12.8 lbs),0.4 m (1′04″),Normal,9,/ability/cute-charm,Contact with the Pokémon may cause infatuation.,https://pokemondb.net/ability/cute-charm,#0573,Cinccino,https://pokemondb.net/pokedex/cinccino,,,
0573,https://pokemondb.net/pokedex/cinccino,Cinccino,7.5 kg (16.5 lbs),0.5 m (1′08″),Normal,9,/ability/cute-charm,Contact with the Pokémon may cause infatuation.,https://pokemondb.net/ability/cute-charm,#0573,Cinccino,https://pokemondb.net/pokedex/cinccino,,,
0574,https://pokemondb.net/pokedex/gothita,Gothita,5.8 kg (12.8 lbs),0.4 m (1′04″),Psychic,,/ability/frisk,The Pokémon can check a foe's held item.,https://pokemondb.net/ability/frisk,#0575,Gothorita,https://pokemondb.net/pokedex/gothorita,#0576,Gothitelle,https://pokemondb.net/pokedex/gothitelle
0575,https://pokemondb.net/pokedex/gothorita,Gothorita,18.0 kg (39.7 lbs),0.7 m (2′04″),Psychic,,/ability/frisk,The Pokémon can check a foe's held item.,https://pokemondb.net/ability/frisk,#0575,Gothorita,https://pokemondb.net/pokedex/gothorita,#0576,Gothitelle,https://pokemondb.net/pokedex/gothitelle
0576,https://pokemondb.net/pokedex/gothitelle,Gothitelle,44.0 kg (97.0 lbs),1.5 m (4′11″),Psychic,,/ability/frisk,The Pokémon can check a foe's held item.,https://pokemondb.net/ability/frisk,#0575,Gothorita,https://pokemondb.net/pokedex/gothorita,#0576,Gothitelle,https://pokemondb.net/pokedex/gothitelle
0577,https://pokemondb.net/pokedex/solosis,Solosis,1.0 kg (2.2 lbs),0.3 m (1′00″),Psychic,16,/ability/overcoat,Protects the Pokémon from weather damage.,https://pokemondb.net/ability/overcoat,#0578,Duosion,https://pokemondb.net/pokedex/duosion,#0579,Reuniclus,https://pokemondb.net/pokedex/reuniclus
0578,https://pokemondb.net/pokedex/duosion,Duosion,8.0 kg (17.6 lbs),0.6 m (2′00″),Psychic,,/ability/overcoat,Protects the Pokémon from weather damage.,https://pokemondb.net/ability/overcoat,#0578,Duosion,https://pokemondb.net/pokedex/duosion,#0579,Reuniclus,https://pokemondb.net/pokedex/reuniclus
0579,https://pokemondb.net/pokedex/reuniclus,Reuniclus,20.1 kg (44.3 lbs),1.0 m (3′03″),Psychic,,/ability/overcoat,Protects the Pokémon from weather damage.,https://pokemondb.net/ability/overcoat,#0578,Duosion,https://pokemondb.net/pokedex/duosion,#0579,Reuniclus,https://pokemondb.net/pokedex/reuniclus
0580,https://pokemondb.net/pokedex/ducklett,Ducklett,5.5 kg (12.1 lbs),0.5 m (1′08″),Water,Flying,/ability/keen-eye,Prevents other Pokémon from lowering accuracy.,https://pokemondb.net/ability/keen-eye,#0581,Swanna,https://pokemondb.net/pokedex/swanna,,,
0581,https://pokemondb.net/pokedex/swanna,Swanna,24.2 kg (53.4 lbs),1.3 m (4′03″),Water,Flying,/ability/keen-eye,Prevents other Pokémon from lowering accuracy.,https://pokemondb.net/ability/keen-eye,#0581,Swanna,https://pokemondb.net/pokedex/swanna,,,
0582,https://pokemondb.net/pokedex/vanillite,Vanillite,5.7 kg (12.6 lbs),0.4 m (1′04″),Ice,,/ability/ice-body,The Pokémon gradually regains HP in a hailstorm.,https://pokemondb.net/ability/ice-body,#0583,Vanillish,https://pokemondb.net/pokedex/vanillish,#0584,Vanilluxe,https://pokemondb.net/pokedex/vanilluxe
0583,https://pokemondb.net/pokedex/vanillish,Vanillish,41.0 kg (90.4 lbs),1.1 m (3′07″),Ice,Giant Chasm,/ability/ice-body,The Pokémon gradually regains HP in a hailstorm.,https://pokemondb.net/ability/ice-body,#0583,Vanillish,https://pokemondb.net/pokedex/vanillish,#0584,Vanilluxe,https://pokemondb.net/pokedex/vanilluxe
0584,https://pokemondb.net/pokedex/vanilluxe,Vanilluxe,57.5 kg (126.8 lbs),1.3 m (4′03″),Ice,Giant Chasm,/ability/ice-body,The Pokémon gradually regains HP in a hailstorm.,https://pokemondb.net/ability/ice-body,#0583,Vanillish,https://pokemondb.net/pokedex/vanillish,#0584,Vanilluxe,https://pokemondb.net/pokedex/vanilluxe
0585,https://pokemondb.net/pokedex/deerling,Deerling,19.5 kg (43.0 lbs),0.6 m (2′00″),Normal,Grass,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,#0586,Sawsbuck,https://pokemondb.net/pokedex/sawsbuck,,,
0586,https://pokemondb.net/pokedex/sawsbuck,Sawsbuck,92.5 kg (203.9 lbs),1.9 m (6′03″),Normal,Grass,/ability/chlorophyll,Boosts the Pokémon's Speed in sunshine.,https://pokemondb.net/ability/chlorophyll,#0586,Sawsbuck,https://pokemondb.net/pokedex/sawsbuck,,,
0587,https://pokemondb.net/pokedex/emolga,Emolga,5.0 kg (11.0 lbs),0.4 m (1′04″),Electric,Flying,/ability/static,Contact with the Pokémon may cause paralysis.,https://pokemondb.net/ability/static,,,,,,
0588,https://pokemondb.net/pokedex/karrablast,Karrablast,5.9 kg (13.0 lbs),0.5 m (1′08″),Bug,8,/ability/swarm,Powers up Bug-type moves in a pinch.,https://pokemondb.net/ability/swarm,#0589,Escavalier,https://pokemondb.net/pokedex/escavalier,,,
0589,https://pokemondb.net/pokedex/escavalier,Escavalier,33.0 kg (72.8 lbs),1.0 m (3′03″),Bug,Steel,/ability/swarm,Powers up Bug-type moves in a pinch.,https://pokemondb.net/ability/swarm,#0589,Escavalier,https://pokemondb.net/pokedex/escavalier,,,
0590,https://pokemondb.net/pokedex/foongus,Foongus,1.0 kg (2.2 lbs),0.2 m (0′08″),Grass,Poison,/ability/effect-spore,Contact may poison or cause paralysis or sleep.,https://pokemondb.net/ability/effect-spore,#0591,Amoonguss,https://pokemondb.net/pokedex/amoonguss,,,
0591,https://pokemondb.net/pokedex/amoonguss,Amoonguss,10.5 kg (23.1 lbs),0.6 m (2′00″),Grass,Poison,/ability/effect-spore,Contact may poison or cause paralysis or sleep.,https://pokemondb.net/ability/effect-spore,#0591,Amoonguss,https://pokemondb.net/pokedex/amoonguss,,,
0592,https://pokemondb.net/pokedex/frillish,Frillish,33.0 kg (72.8 lbs),1.2 m (3′11″),Water,Ghost,/ability/water-absorb,Restores HP if hit by a Water-type move.,https://pokemondb.net/ability/water-absorb,#0593,Jellicent,https://pokemondb.net/pokedex/jellicent,,,
0593,https://pokemondb.net/pokedex/jellicent,Jellicent,135.0 kg (297.6 lbs),2.2 m (7′03″),Water,Ghost,/ability/water-absorb,Restores HP if hit by a Water-type move.,https://pokemondb.net/ability/water-absorb,#0593,Jellicent,https://pokemondb.net/pokedex/jellicent,,,
0594,https://pokemondb.net/pokedex/alomomola,Alomomola,31.6 kg (69.7 lbs),1.2 m (3′11″),Water,17,/ability/healer,May heal an ally's status conditions.,https://pokemondb.net/ability/healer,,,,,,
0595,https://pokemondb.net/pokedex/joltik,Joltik,0.6 kg (1.3 lbs),0.1 m (0′04″),Bug,Electric,/ability/compound-eyes,The Pokémon's accuracy is boosted.,https://pokemondb.net/ability/compound-eyes,#0596,Galvantula,https://pokemondb.net/pokedex/galvantula,,,
0596,https://pokemondb.net/pokedex/galvantula,Galvantula,14.3 kg (31.5 lbs),0.8 m (2′07″),Bug,Electric,/ability/compound-eyes,The Pokémon's accuracy is boosted.,https://pokemondb.net/ability/compound-eyes,#0596,Galvantula,https://pokemondb.net/pokedex/galvantula,,,
0597,https://pokemondb.net/pokedex/ferroseed,Ferroseed,18.8 kg (41.4 lbs),0.6 m (2′00″),Grass,Steel,/ability/iron-barbs,Inflicts damage to the Pokémon on contact.,https://pokemondb.net/ability/iron-barbs,#0598,Ferrothorn,https://pokemondb.net/pokedex/ferrothorn,,,
0598,https://pokemondb.net/pokedex/ferrothorn,Ferrothorn,110.0 kg (242.5 lbs),1.0 m (3′03″),Grass,Steel,/ability/iron-barbs,Inflicts damage to the Pokémon on contact.,https://pokemondb.net/ability/iron-barbs,#0598,Ferrothorn,https://pokemondb.net/pokedex/ferrothorn,,,
0599,https://pokemondb.net/pokedex/klink,Klink,21.0 kg (46.3 lbs),0.3 m (1′00″),Steel,,/ability/plus,Ups Sp. Atk if another Pokémon has Plus or Minus.,https://pokemondb.net/ability/plus,#0600,Klang,https://pokemondb.net/pokedex/klang,#0601,Klinklang,https://pokemondb.net/pokedex/klinklang
0600,https://pokemondb.net/pokedex/klang,Klang,51.0 kg (112.4 lbs),0.6 m (2′00″),Steel,,/ability/plus,Ups Sp. Atk if another Pokémon has Plus or Minus.,https://pokemondb.net/ability/plus,#0600,Klang,https://pokemondb.net/pokedex/klang,#0601,Klinklang,https://pokemondb.net/pokedex/klinklang
0601,https://pokemondb.net/pokedex/klinklang,Klinklang,81.0 kg (178.6 lbs),0.6 m (2′00″),Steel,,/ability/plus,Ups Sp. Atk if another Pokémon has Plus or Minus.,https://pokemondb.net/ability/plus,#0600,Klang,https://pokemondb.net/pokedex/klang,#0601,Klinklang,https://pokemondb.net/pokedex/klinklang
0602,https://pokemondb.net/pokedex/tynamo,Tynamo,0.3 kg (0.7 lbs),0.2 m (0′08″),Electric,Seaside Cave,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0603,Eelektrik,https://pokemondb.net/pokedex/eelektrik,#0604,Eelektross,https://pokemondb.net/pokedex/eelektross
0603,https://pokemondb.net/pokedex/eelektrik,Eelektrik,22.0 kg (48.5 lbs),1.2 m (3′11″),Electric,,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0603,Eelektrik,https://pokemondb.net/pokedex/eelektrik,#0604,Eelektross,https://pokemondb.net/pokedex/eelektross
0604,https://pokemondb.net/pokedex/eelektross,Eelektross,80.5 kg (177.5 lbs),2.1 m (6′11″),Electric,,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,#0603,Eelektrik,https://pokemondb.net/pokedex/eelektrik,#0604,Eelektross,https://pokemondb.net/pokedex/eelektross
0605,https://pokemondb.net/pokedex/elgyem,Elgyem,9.0 kg (19.8 lbs),0.5 m (1′08″),Psychic,,/ability/telepathy,Anticipates an ally's attack and dodges it.,https://pokemondb.net/ability/telepathy,#0606,Beheeyem,https://pokemondb.net/pokedex/beheeyem,,,
0606,https://pokemondb.net/pokedex/beheeyem,Beheeyem,34.5 kg (76.1 lbs),1.0 m (3′03″),Psychic,,/ability/telepathy,Anticipates an ally's attack and dodges it.,https://pokemondb.net/ability/telepathy,#0606,Beheeyem,https://pokemondb.net/pokedex/beheeyem,,,
0607,https://pokemondb.net/pokedex/litwick,Litwick,3.1 kg (6.8 lbs),0.3 m (1′00″),Ghost,Fire,/ability/flash-fire,It powers up Fire-type moves if it's hit by one.,https://pokemondb.net/ability/flash-fire,#0608,Lampent,https://pokemondb.net/pokedex/lampent,#0609,Chandelure,https://pokemondb.net/pokedex/chandelure
0608,https://pokemondb.net/pokedex/lampent,Lampent,13.0 kg (28.7 lbs),0.6 m (2′00″),Ghost,Fire,/ability/flash-fire,It powers up Fire-type moves if it's hit by one.,https://pokemondb.net/ability/flash-fire,#0608,Lampent,https://pokemondb.net/pokedex/lampent,#0609,Chandelure,https://pokemondb.net/pokedex/chandelure
0609,https://pokemondb.net/pokedex/chandelure,Chandelure,34.3 kg (75.6 lbs),1.0 m (3′03″),Ghost,Fire,/ability/flash-fire,It powers up Fire-type moves if it's hit by one.,https://pokemondb.net/ability/flash-fire,#0608,Lampent,https://pokemondb.net/pokedex/lampent,#0609,Chandelure,https://pokemondb.net/pokedex/chandelure
0610,https://pokemondb.net/pokedex/axew,Axew,18.0 kg (39.7 lbs),0.6 m (2′00″),Dragon,,/ability/rivalry,Deals more damage to a Pokémon of same gender.,https://pokemondb.net/ability/rivalry,#0611,Fraxure,https://pokemondb.net/pokedex/fraxure,#0612,Haxorus,https://pokemondb.net/pokedex/haxorus
0611,https://pokemondb.net/pokedex/fraxure,Fraxure,36.0 kg (79.4 lbs),1.0 m (3′03″),Dragon,Nature Preserve,/ability/rivalry,Deals more damage to a Pokémon of same gender.,https://pokemondb.net/ability/rivalry,#0611,Fraxure,https://pokemondb.net/pokedex/fraxure,#0612,Haxorus,https://pokemondb.net/pokedex/haxorus
0612,https://pokemondb.net/pokedex/haxorus,Haxorus,105.5 kg (232.6 lbs),1.8 m (5′11″),Dragon,,/ability/rivalry,Deals more damage to a Pokémon of same gender.,https://pokemondb.net/ability/rivalry,#0611,Fraxure,https://pokemondb.net/pokedex/fraxure,#0612,Haxorus,https://pokemondb.net/pokedex/haxorus
0613,https://pokemondb.net/pokedex/cubchoo,Cubchoo,8.5 kg (18.7 lbs),0.5 m (1′08″),Ice,,/ability/snow-cloak,Raises evasion in a hailstorm.,https://pokemondb.net/ability/snow-cloak,#0614,Beartic,https://pokemondb.net/pokedex/beartic,,,
0614,https://pokemondb.net/pokedex/beartic,Beartic,260.0 kg (573.2 lbs),2.6 m (8′06″),Ice,Twist Mountain,/ability/snow-cloak,Raises evasion in a hailstorm.,https://pokemondb.net/ability/snow-cloak,#0614,Beartic,https://pokemondb.net/pokedex/beartic,,,
0615,https://pokemondb.net/pokedex/cryogonal,Cryogonal,148.0 kg (326.3 lbs),1.1 m (3′07″),Ice,,/ability/levitate,Gives immunity to Ground type moves.,https://pokemondb.net/ability/levitate,,,,,,
